x1,x2,x3,filename
T43,LIVB 21582 21598,Agrostis-Festuca,1-s2.0-S0048969712011783-main.ann
T44,LIVB 21626 21633,Calluna,1-s2.0-S0048969712011783-main.ann
T45,LIVB 21787 21792,sheep,1-s2.0-S0048969712011783-main.ann
T46,LIVB 21821 21828,Calluna,1-s2.0-S0048969712011783-main.ann
T47,LIVB 21856 21872,Agrostis-Festuca,1-s2.0-S0048969712011783-main.ann
T48,LIVB 21876 21883,Molinia,1-s2.0-S0048969712011783-main.ann
T49,LIVB 21949 21956,Calluna,1-s2.0-S0048969712011783-main.ann
T50,LIVB 21985 22001,Agrostis-Festuca,1-s2.0-S0048969712011783-main.ann
T51,LIVB 22005 22012,Molinia,1-s2.0-S0048969712011783-main.ann
T52,LIVB 22331 22347,Agrostis-Festuca,1-s2.0-S0048969712011783-main.ann
T53,LIVB 22467 22483,Agrostis-Festuca,1-s2.0-S0048969712011783-main.ann
T54,LIVB 22717 22724,Calluna,1-s2.0-S0048969712011783-main.ann
T55,LIVB 22800 22807,Calluna,1-s2.0-S0048969712011783-main.ann
T56,LIVB 26059 26064,sheep,1-s2.0-S0048969712011783-main.ann
T57,LIVB 26079 26095,Agrostis-Festuca,1-s2.0-S0048969712011783-main.ann
T58,LIVB 26615 26631,Agrostis-Festuca,1-s2.0-S0048969712011783-main.ann
T59,LIVB 26911 26916,sheep,1-s2.0-S0048969712011783-main.ann
T60,LIVB 28410 28426,Agrostis-Festuca,1-s2.0-S0048969712011783-main.ann
T61,LIVB 29483 29490,Calluna,1-s2.0-S0048969712011783-main.ann
T62,LIVB 29492 29502,Eriophorum,1-s2.0-S0048969712011783-main.ann
T63,LIVB 29506 29514,Sphagnum,1-s2.0-S0048969712011783-main.ann
T64,LIVB 29869 29876,Calluna,1-s2.0-S0048969712011783-main.ann
T65,LIVB 29899 29909,Eriophorum,1-s2.0-S0048969712011783-main.ann
T66,LIVB 30138 30145,Calluna,1-s2.0-S0048969712011783-main.ann
T67,LIVB 30184 30194,Eriophorum,1-s2.0-S0048969712011783-main.ann
T68,LIVB 30199 30207,Sphagnum,1-s2.0-S0048969712011783-main.ann
T69,LIVB 30725 30730,sheep,1-s2.0-S0048969712011783-main.ann
T70,LIVB 32257 32262,sheep,1-s2.0-S0048969712011783-main.ann
T71,LIVB 33088 33095,Calluna,1-s2.0-S0048969712011783-main.ann
T72,LIVB 33097 33113,Agrostis-Festuca,1-s2.0-S0048969712011783-main.ann
T73,LIVB 33115 33122,Molinia,1-s2.0-S0048969712011783-main.ann
T74,LIVB 33382 33389,Calluna,1-s2.0-S0048969712011783-main.ann
T75,LIVB 33395 33402,Molinia,1-s2.0-S0048969712011783-main.ann
T76,LIVB 33412 33425,Sphagnum spp.,1-s2.0-S0048969712011783-main.ann
T77,LIVB 36675 36682,Calluna,1-s2.0-S0048969712011783-main.ann
T78,LIVB 36697 36705,Sphagnum,1-s2.0-S0048969712011783-main.ann
T79,LIVB 36706 36713,Calluna,1-s2.0-S0048969712011783-main.ann
T80,LIVB 36729 36737,Sphagnum,1-s2.0-S0048969712011783-main.ann
T81,LIVB 36753 36761,Sphagnum,1-s2.0-S0048969712011783-main.ann
T82,LIVB 36762 36769,Calluna,1-s2.0-S0048969712011783-main.ann
T83,LIVB 36770 36789,Eriophorum Sphagnum,1-s2.0-S0048969712011783-main.ann
T84,LIVB 36790 36797,Calluna,1-s2.0-S0048969712011783-main.ann
T85,LIVB 36916 36923,Calluna,1-s2.0-S0048969712011783-main.ann
T86,LIVB 37248 37255,Calluna,1-s2.0-S0048969712011783-main.ann
T87,LIVB 37949 37956,Calluna,1-s2.0-S0048969712011783-main.ann
T88,LIVB 39315 39320,sheep,1-s2.0-S0048969712011783-main.ann
T89,LIVB 39362 39367,sheep,1-s2.0-S0048969712011783-main.ann
T90,LIVB 39443 39448,sheep,1-s2.0-S0048969712011783-main.ann
T91,LIVB 40179 40186,Calluna,1-s2.0-S0048969712011783-main.ann
T92,LIVB 40187 40194,Molinia,1-s2.0-S0048969712011783-main.ann
T93,LIVB 40511 40518,Calluna,1-s2.0-S0048969712011783-main.ann
T94,LIVB 42088 42095,Calluna,1-s2.0-S0048969712011783-main.ann
T95,LIVB 42096 42103,Molinia,1-s2.0-S0048969712011783-main.ann
T96,LIVB 42104 42118,Reseeded grass,1-s2.0-S0048969712011783-main.ann
T97,LIVB 42119 42137,Festuca Moor House,1-s2.0-S0048969712011783-main.ann
T98,LIVB 43961 43977,Agrostis-Festuca,1-s2.0-S0048969712011783-main.ann
T99,LIVB 44331 44338,Calluna,1-s2.0-S0048969712011783-main.ann
T100,LIVB 44339 44346,Molinia,1-s2.0-S0048969712011783-main.ann
T101,LIVB 44347 44361,Reseeded grass,1-s2.0-S0048969712011783-main.ann
T102,LIVB 45141 45156,Calluna Molinia,1-s2.0-S0048969712011783-main.ann
T103,LIVB 45157 45171,Reseeded grass,1-s2.0-S0048969712011783-main.ann
T104,LIVB 45172 45179,Festuca,1-s2.0-S0048969712011783-main.ann
T105,LIVB 45453 45458,sheep,1-s2.0-S0048969712011783-main.ann
T106,LIVB 46001 46006,sheep,1-s2.0-S0048969712011783-main.ann
T107,LIVB 47057 47062,sheep,1-s2.0-S0048969712011783-main.ann
T108,LIVB 47288 47303,Calluna Molinia,1-s2.0-S0048969712011783-main.ann
T109,LIVB 47304 47318,Reseeded grass,1-s2.0-S0048969712011783-main.ann
T110,LIVB 48397 48404,Molinia,1-s2.0-S0048969712011783-main.ann
T111,LIVB 49652 49657,sheep,1-s2.0-S0048969712011783-main.ann
T112,LIVB 50120 50125,sheep,1-s2.0-S0048969712011783-main.ann
T113,LIVB 50329 50334,sheep,1-s2.0-S0048969712011783-main.ann
T114,LIVB 50882 50887,sheep,1-s2.0-S0048969712011783-main.ann
T115,LIVB 51414 51429,Calluna Molinia,1-s2.0-S0048969712011783-main.ann
T116,LIVB 51445 51461,Agrostis-Festuca,1-s2.0-S0048969712011783-main.ann
T117,LIVB 51775 51780,sheep,1-s2.0-S0048969712011783-main.ann
T118,LIVB 52904 52911,Molinia,1-s2.0-S0048969712011783-main.ann
T119,LIVB 53444 53449,sheep,1-s2.0-S0048969712011783-main.ann
T120,LIVB 53789 53794,sheep,1-s2.0-S0048969712011783-main.ann
T121,LIVB 53999 54004,sheep,1-s2.0-S0048969712011783-main.ann
T122,LIVB 54048 54053,sheep,1-s2.0-S0048969712011783-main.ann
T123,LIVB 54714 54719,sheep,1-s2.0-S0048969712011783-main.ann
T124,LIVB 55069 55074,sheep,1-s2.0-S0048969712011783-main.ann
T125,LIVB 56264 56279,Lolium perenne-,1-s2.0-S0048969712011783-main.ann
T126,LIVB 57637 57642,sheep,1-s2.0-S0048969712011783-main.ann
T127,LIVB 59029 59045,Agrostis-Festuca,1-s2.0-S0048969712011783-main.ann
T128,LIVB 59753 59765,Merino sheep,1-s2.0-S0048969712011783-main.ann
T0,LIVB 61201 61211,Yeluripati,1-s2.0-S0048969714017100-main.ann
T1,LIVB 62079 62086,Condron,1-s2.0-S0048969714017100-main.ann
T2,LIVB 64998 65004,Saggar,1-s2.0-S0048969714017100-main.ann
T3,LIVB 66460 66468,Kelliher,1-s2.0-S0048969714017100-main.ann
T4,LIVB 66476 66482,Grover,1-s2.0-S0048969714017100-main.ann
T5,LIVB 66595 66600,Lessa,1-s2.0-S0048969714017100-main.ann
T6,LIVB 66610 66616,Madari,1-s2.0-S0048969714017100-main.ann
T7,LIVB 66624 66631,Paredes,1-s2.0-S0048969714017100-main.ann
T8,LIVB 66639 66645,Boddey,1-s2.0-S0048969714017100-main.ann
T9,LIVB 66653 66661,Urquiaga,1-s2.0-S0048969714017100-main.ann
T10,LIVB 66667 66675,Jantalia,1-s2.0-S0048969714017100-main.ann
T11,LIVB 66683 66688,Alves,1-s2.0-S0048969714017100-main.ann
T12,LIVB 66904 66907,Luo,1-s2.0-S0048969714017100-main.ann
T13,LIVB 66913 66918,Zaman,1-s2.0-S0048969714017100-main.ann
T14,LIVB 67130 67138,Sawamoto,1-s2.0-S0048969714017100-main.ann
T15,LIVB 67158 67170,"Pezzolla, D.",1-s2.0-S0048969714017100-main.ann
T16,LIVB 67740 67751,forage rape,1-s2.0-S0048969714017100-main.ann
T17,LIVB 67753 67770,Brassica napus L.,1-s2.0-S0048969714017100-main.ann
T18,LIVB 68157 68163,barley,1-s2.0-S0048969714017100-main.ann
T19,LIVB 68520 68527,Cameron,1-s2.0-S0048969714017100-main.ann
T20,LIVB 68950 68960,"Oenema, O.",1-s2.0-S0048969714017100-main.ann
T21,LIVB 68973 68980,Velthof,1-s2.0-S0048969714017100-main.ann
T22,LIVB 70165 70185,"Taghizadeh-Toosi, A.",1-s2.0-S0048969714017100-main.ann
T23,LIVB 71324 71335,"Wakelin, S.",1-s2.0-S0048969714017100-main.ann
T24,LIVB 71535 71541,Welten,1-s2.0-S0048969714017100-main.ann
T0,LIVB 20689 20704,Yearling steers,1-s2.0-S0048969718320837-main.ann
T1,LIVB 28951 28958,C ﬂuxes,1-s2.0-S0048969718320837-main.ann
T2,LIVB 59824 59835,Rich Conant,1-s2.0-S0048969718320837-main.ann
T3,LIVB 60410 60421,"Abdalla, M.",1-s2.0-S0048969718320837-main.ann
T4,LIVB 62192 62203,Kicklighter,1-s2.0-S0048969718320837-main.ann
T5,LIVB 62452 62459,Bondeau,1-s2.0-S0048969718320837-main.ann
T6,LIVB 62954 62961,Cavalli,1-s2.0-S0048969718320837-main.ann
T7,LIVB 62967 62973,Conant,1-s2.0-S0048969718320837-main.ann
T8,LIVB 62979 62985,Dorich,1-s2.0-S0048969718320837-main.ann
T9,LIVB 62993 62997,Doro,1-s2.0-S0048969718320837-main.ann
T10,LIVB 63146 63152,Recous,1-s2.0-S0048969718320837-main.ann
T11,LIVB 64092 64098,Cuttle,1-s2.0-S0048969718320837-main.ann
T12,LIVB 64504 64513,"Chang, J.",1-s2.0-S0048969718320837-main.ann
T13,LIVB 64817 64822,Viovy,1-s2.0-S0048969718320837-main.ann
T14,LIVB 64828 64836,Vuichard,1-s2.0-S0048969718320837-main.ann
T15,LIVB 64842 64849,Herrero,1-s2.0-S0048969718320837-main.ann
T16,LIVB 64855 64861,Havlik,1-s2.0-S0048969718320837-main.ann
T17,LIVB 65251 65263,"Churkina, G.",1-s2.0-S0048969718320837-main.ann
T18,LIVB 65583 65587,Piao,1-s2.0-S0048969718320837-main.ann
T19,LIVB 66255 66265,Migliorati,1-s2.0-S0048969718320837-main.ann
T20,LIVB 66356 66365,Giacomini,1-s2.0-S0048969718320837-main.ann
T21,LIVB 66560 66569,Myrgiotis,1-s2.0-S0048969718320837-main.ann
T22,LIVB 66842 66865,"Chryssanthacopoulos, J.",1-s2.0-S0048969718320837-main.ann
T23,LIVB 67947 67962,"Giardina, C.P.,",1-s2.0-S0048969718320837-main.ann
T24,LIVB 68201 68210,Balzarolo,1-s2.0-S0048969718320837-main.ann
T25,LIVB 68216 68222,Barcza,1-s2.0-S0048969718320837-main.ann
T26,LIVB 68242 68250,Campbell,1-s2.0-S0048969718320837-main.ann
T27,LIVB 68258 68266,Cernusca,1-s2.0-S0048969718320837-main.ann
T28,LIVB 68355 68361,Gimeno,1-s2.0-S0048969718320837-main.ann
T29,LIVB 68382 68389,Haszpra,1-s2.0-S0048969718320837-main.ann
T30,LIVB 68395 68401,Hensen,1-s2.0-S0048969718320837-main.ann
T31,LIVB 68407 68412,Ibrom,1-s2.0-S0048969718320837-main.ann
T32,LIVB 68460 68467,Laurila,1-s2.0-S0048969718320837-main.ann
T33,LIVB 68473 68479,Lohila,1-s2.0-S0048969718320837-main.ann
T34,LIVB 68485 68490,Manca,1-s2.0-S0048969718320837-main.ann
T35,LIVB 68496 68504,Marcolla,1-s2.0-S0048969718320837-main.ann
T36,LIVB 68510 68514,Nagy,1-s2.0-S0048969718320837-main.ann
T37,LIVB 68520 68529,Pilegaard,1-s2.0-S0048969718320837-main.ann
T38,LIVB 68535 68541,Pinter,1-s2.0-S0048969718320837-main.ann
T39,LIVB 68547 68550,Pio,1-s2.0-S0048969718320837-main.ann
T40,LIVB 68556 68562,Raschi,1-s2.0-S0048969718320837-main.ann
T41,LIVB 69346 69358,"Conant, R.T.",1-s2.0-S0048969718320837-main.ann
T42,LIVB 69371 69384,"Wirsenius, S.",1-s2.0-S0048969718320837-main.ann
T43,LIVB 70186 70194,Carberry,1-s2.0-S0048969718320837-main.ann
T44,LIVB 70491 70501,Díaz-Pinés,1-s2.0-S0048969718320837-main.ann
T45,LIVB 70626 70646,Greenhouse gas ﬂuxes,1-s2.0-S0048969718320837-main.ann
T46,LIVB 73058 73067,Csintalan,1-s2.0-S0048969718320837-main.ann
T47,LIVB 76086 76095,Saliendra,1-s2.0-S0048969718320837-main.ann
T48,LIVB 76821 76829,Cantarel,1-s2.0-S0048969718320837-main.ann
T49,LIVB 76835 76843,Castaldi,1-s2.0-S0048969718320837-main.ann
T50,LIVB 76849 76857,Chirinda,1-s2.0-S0048969718320837-main.ann
T51,LIVB 76941 76952,Klemedtsson,1-s2.0-S0048969718320837-main.ann
T52,LIVB 76960 76971,Klemedtsson,1-s2.0-S0048969718320837-main.ann
T53,LIVB 76977 76985,Medinets,1-s2.0-S0048969718320837-main.ann
T54,LIVB 76991 76997,Machon,1-s2.0-S0048969718320837-main.ann
T55,LIVB 77003 77010,Mapanda,1-s2.0-S0048969718320837-main.ann
T56,LIVB 77071 77077,Cobena,1-s2.0-S0048969718320837-main.ann
T57,LIVB 78080 78088,Stehfest,1-s2.0-S0048969718320837-main.ann
T58,LIVB 78305 78324,Chryssanthacopoulos,1-s2.0-S0048969718320837-main.ann
T59,LIVB 79436 79457,"Thiruchittampalam, B.",1-s2.0-S0048969718320837-main.ann
T60,LIVB 79555 79561,Etiope,1-s2.0-S0048969718320837-main.ann
T61,LIVB 79931 79939,Senapati,1-s2.0-S0048969718320837-main.ann
T62,LIVB 79945 79951,Chabbi,1-s2.0-S0048969718320837-main.ann
T63,LIVB 80179 80191,"Senapati, N.",1-s2.0-S0048969718320837-main.ann
T64,LIVB 80437 80444,Bondeau,1-s2.0-S0048969718320837-main.ann
T65,LIVB 81267 81271,Ogle,1-s2.0-S0048969718320837-main.ann
T66,LIVB 81566 81581,Martin-Clouaire,1-s2.0-S0048969718320837-main.ann
T67,LIVB 81602 81611,Hutchings,1-s2.0-S0048969718320837-main.ann
T68,LIVB 81790 81799,Pilegaard,1-s2.0-S0048969718320837-main.ann
T69,LIVB 81805 81810,Ambus,1-s2.0-S0048969718320837-main.ann
T70,LIVB 81831 81838,Ceschia,1-s2.0-S0048969718320837-main.ann
T71,LIVB 82179 82189,GreenGrass,1-s2.0-S0048969718320837-main.ann
T72,LIVB 84691 84705,"Venterea, R.T.",1-s2.0-S0048969718320837-main.ann
T73,LIVB 84878 84892,"Warszawski, L.",1-s2.0-S0048969718320837-main.ann
T74,LIVB 84907 84912,Huber,1-s2.0-S0048969718320837-main.ann
T0,LIVB 243 258,Eurasian beaver,1-s2.0-S0048969718325233-main.ann
T1,LIVB 260 271,Castor ﬁber,1-s2.0-S0048969718325233-main.ann
T2,LIVB 395 409,Cazzolla Gatti,1-s2.0-S0048969718325233-main.ann
T3,LIVB 463 478,Anastasia Dudko,1-s2.0-S0048969718325233-main.ann
T4,LIVB 1654 1661,Beavers,1-s2.0-S0048969718325233-main.ann
T5,LIVB 1663 1674,Castor spp.,1-s2.0-S0048969718325233-main.ann
T6,LIVB 2500 2506,beaver,1-s2.0-S0048969718325233-main.ann
T7,LIVB 2736 2742,beaver,1-s2.0-S0048969718325233-main.ann
T8,LIVB 2782 2789,beavers,1-s2.0-S0048969718325233-main.ann
T9,LIVB 2897 2914,Castor canadensis,1-s2.0-S0048969718325233-main.ann
T10,LIVB 2964 2970,beaver,1-s2.0-S0048969718325233-main.ann
T11,LIVB 2974 2981,Castor ,1-s2.0-S0048969718325233-main.ann
T12,LIVB 3173 3187,Cazzolla Gatti,1-s2.0-S0048969718325233-main.ann
T13,LIVB 3302 3316,Cazzolla Gatti,1-s2.0-S0048969718325233-main.ann
T14,LIVB 3442 3453,Beaver dams,1-s2.0-S0048969718325233-main.ann
T15,LIVB 3535 3550,Eurasian beaver,1-s2.0-S0048969718325233-main.ann
T16,LIVB 3722 3731,Eurasian ,1-s2.0-S0048969718325233-main.ann
T17,LIVB 3731 3738,beavers,1-s2.0-S0048969718325233-main.ann
T18,LIVB 3959 3966,beavers,1-s2.0-S0048969718325233-main.ann
T19,LIVB 4174 4190,Siberian beavers,1-s2.0-S0048969718325233-main.ann
T20,LIVB 6008 6022,Cazzolla Gatti,1-s2.0-S0048969718325233-main.ann
T21,LIVB 6075 6081,beaver,1-s2.0-S0048969718325233-main.ann
T22,LIVB 6083 6094,Castor spp.,1-s2.0-S0048969718325233-main.ann
T23,LIVB 7245 7252,beavers,1-s2.0-S0048969718325233-main.ann
T24,LIVB 7801 7807,beaver,1-s2.0-S0048969718325233-main.ann
T25,LIVB 7876 7893,Castor canadensis,1-s2.0-S0048969718325233-main.ann
T26,LIVB 7934 7949,Eurasian beaver,1-s2.0-S0048969718325233-main.ann
T27,LIVB 7953 7964,Castor ﬁber,1-s2.0-S0048969718325233-main.ann
T28,LIVB 8022 8028,beaver,1-s2.0-S0048969718325233-main.ann
T29,LIVB 8171 8186,Eurasian beaver,1-s2.0-S0048969718325233-main.ann
T30,LIVB 8246 8261,American beaver,1-s2.0-S0048969718325233-main.ann
T31,LIVB 8313 8319,beaver,1-s2.0-S0048969718325233-main.ann
T32,LIVB 8409 8423,Cazzolla Gatti,1-s2.0-S0048969718325233-main.ann
T33,LIVB 8431 8445,Cazzolla Gatti,1-s2.0-S0048969718325233-main.ann
T34,LIVB 8503 8518,Eurasian beaver,1-s2.0-S0048969718325233-main.ann
T35,LIVB 8648 8664,Eurasian beavers,1-s2.0-S0048969718325233-main.ann
T36,LIVB 8896 8903,beavers,1-s2.0-S0048969718325233-main.ann
T37,LIVB 11681 11687,beaver,1-s2.0-S0048969718325233-main.ann
T38,LIVB 11855 11861,beaver,1-s2.0-S0048969718325233-main.ann
T39,LIVB 12482 12489,Populus,1-s2.0-S0048969718325233-main.ann
T40,LIVB 12494 12499,Salix,1-s2.0-S0048969718325233-main.ann
T41,LIVB 16764 16778,Cazzolla Gatti,1-s2.0-S0048969718325233-main.ann
T42,LIVB 16908 16923,European beaver,1-s2.0-S0048969718325233-main.ann
T43,LIVB 17222 17236,Cazzolla Gatti,1-s2.0-S0048969718325233-main.ann
T44,LIVB 20579 20592,cyanobacteria,1-s2.0-S0048969718325233-main.ann
T45,LIVB 20859 20872,cyanobacteria,1-s2.0-S0048969718325233-main.ann
T46,LIVB 23647 23653,beaver,1-s2.0-S0048969718325233-main.ann
T47,LIVB 26430 26444,Cazzolla Gatti,1-s2.0-S0048969718325233-main.ann
T48,LIVB 28075 28081,beaver,1-s2.0-S0048969718325233-main.ann
T49,LIVB 28438 28444,beaver,1-s2.0-S0048969718325233-main.ann
T50,LIVB 32656 32663,beavers,1-s2.0-S0048969718325233-main.ann
T51,LIVB 32691 32697,beaver,1-s2.0-S0048969718325233-main.ann
T52,LIVB 34391 34397,beaver,1-s2.0-S0048969718325233-main.ann
T53,LIVB 34525 34531,beaver,1-s2.0-S0048969718325233-main.ann
T54,LIVB 34715 34721,beaver,1-s2.0-S0048969718325233-main.ann
T55,LIVB 35210 35226,Eurasian beavers,1-s2.0-S0048969718325233-main.ann
T56,LIVB 35800 35806,beaver,1-s2.0-S0048969718325233-main.ann
T57,LIVB 36193 36200,beavers,1-s2.0-S0048969718325233-main.ann
T58,LIVB 36414 36420,beaver,1-s2.0-S0048969718325233-main.ann
T59,LIVB 36702 36709,beavers,1-s2.0-S0048969718325233-main.ann
T60,LIVB 36730 36744,Cazzolla Gatti,1-s2.0-S0048969718325233-main.ann
T61,LIVB 36759 36773,Cazzolla Gatti,1-s2.0-S0048969718325233-main.ann
T62,LIVB 37021 37027,beaver,1-s2.0-S0048969718325233-main.ann
T63,LIVB 37075 37082,beavers,1-s2.0-S0048969718325233-main.ann
T64,LIVB 37445 37452,beavers,1-s2.0-S0048969718325233-main.ann
T65,LIVB 37710 37724,Cazzolla Gatti,1-s2.0-S0048969718325233-main.ann
T66,LIVB 38735 38753,"Cazzolla Gatti, R.",1-s2.0-S0048969718325233-main.ann
T67,LIVB 39625 39643,"Cazzolla Gatti, R.",1-s2.0-S0048969718325233-main.ann
T68,LIVB 39711 39729,"Cazzolla Gatti, R.",1-s2.0-S0048969718325233-main.ann
T69,LIVB 39942 39960,"Cazzolla Gatti, R.",1-s2.0-S0048969718325233-main.ann
T70,LIVB 40033 40051,"Cazzolla Gatti, R.",1-s2.0-S0048969718325233-main.ann
T71,LIVB 40672 40679,beavers,1-s2.0-S0048969718325233-main.ann
T72,LIVB 40681 40692,Castor spp.,1-s2.0-S0048969718325233-main.ann
T73,LIVB 41320 41336,Carex lasiocarpa,1-s2.0-S0048969718325233-main.ann
T74,LIVB 41645 41651,beaver,1-s2.0-S0048969718325233-main.ann
T75,LIVB 41792 41804,Beaver ponds,1-s2.0-S0048969718325233-main.ann
T76,LIVB 42159 42175,European Beavers,1-s2.0-S0048969718325233-main.ann
T77,LIVB 42177 42185,Castor  ,1-s2.0-S0048969718325233-main.ann
T78,LIVB 42736 42741,Ilina,1-s2.0-S0048969718325233-main.ann
T79,LIVB 42810 42823,Zavgorodnyaya,1-s2.0-S0048969718325233-main.ann
T80,LIVB 43085 43091,Jarema,1-s2.0-S0048969718325233-main.ann
T81,LIVB 43300 43321,North American beaver,1-s2.0-S0048969718325233-main.ann
T82,LIVB 43907 43918,Martikainen,1-s2.0-S0048969718325233-main.ann
T83,LIVB 45719 45739,Eurasian beaver ac- ,1-s2.0-S0048969718325233-main.ann
T84,LIVB 46546 46553,Zemtsov,1-s2.0-S0048969718325233-main.ann
T85,LIVB 47547 47555,Vorobyev,1-s2.0-S0048969718325233-main.ann
T86,LIVB 47580 47588,Kirpotin,1-s2.0-S0048969718325233-main.ann
T87,LIVB 47760 47765,Aiken,1-s2.0-S0048969718325233-main.ann
T88,LIVB 47773 47784,Bergamaschi,1-s2.0-S0048969718325233-main.ann
T89,LIVB 48767 48785,"Cazzolla Gatti, R.",1-s2.0-S0048969718325233-main.ann
T90,LIVB 48879 48893,Cazzolla Gatti,1-s2.0-S0048969718325233-main.ann
T91,LIVB 49523 49529,Krylov,1-s2.0-S0048969718325233-main.ann
T0,LIVB 24726 24746,Greenhouse gas ﬂuxes,1-s2.0-S0048969722023051-main.ann
T1,LIVB 51327 51335,Cantarel,1-s2.0-S0048969722023051-main.ann
T2,LIVB 52492 52504,"Chirinda, N.",1-s2.0-S0048969722023051-main.ann
T3,LIVB 52506 52512,Loaiza,1-s2.0-S0048969722023051-main.ann
T4,LIVB 52518 52524,Arenas,1-s2.0-S0048969722023051-main.ann
T5,LIVB 56245 56252,Hungate,1-s2.0-S0048969722023051-main.ann
T6,LIVB 56649 56655,cattle,1-s2.0-S0048969722023051-main.ann
T7,LIVB 60245 60253,Livesley,1-s2.0-S0048969722023051-main.ann
T8,LIVB 60284 60290,Weston,1-s2.0-S0048969722023051-main.ann
T9,LIVB 60389 60409,Eucalyptus marginata,1-s2.0-S0048969722023051-main.ann
T10,LIVB 60449 60462,Pinus radiata,1-s2.0-S0048969722023051-main.ann
T11,LIVB 60467 60486,Eucalyptus globulus,1-s2.0-S0048969722023051-main.ann
T12,LIVB 61864 61872,"Petz, K.",1-s2.0-S0048969722023051-main.ann
T13,LIVB 63066 63076,"Saggar, S.",1-s2.0-S0048969722023051-main.ann
T14,LIVB 63745 63766,Dactylis glomerata L.,1-s2.0-S0048969722023051-main.ann
T15,LIVB 63788 63804,Festuca ovina L.,1-s2.0-S0048969722023051-main.ann
T0,LIVB 8940 8957,Holstein-Friesian,1-s2.0-S0167880906004324-main.ann
T1,LIVB 41814 41824,GreenGrass,1-s2.0-S0167880906004324-main.ann
T2,LIVB 42337 42348,"Akiyama, H.",1-s2.0-S0167880906004324-main.ann
T3,LIVB 42812 42818,Rannik,1-s2.0-S0167880906004324-main.ann
T4,LIVB 43425 43436,"Casella, E.",1-s2.0-S0167880906004324-main.ann
T5,LIVB 43878 43884,Friend,1-s2.0-S0167880906004324-main.ann
T6,LIVB 44016 44025,Miglietta,1-s2.0-S0167880906004324-main.ann
T7,LIVB 44031 44039,Ourcival,1-s2.0-S0167880906004324-main.ann
T8,LIVB 44047 44053,Papale,1-s2.0-S0167880906004324-main.ann
T9,LIVB 44154 44163,Valentini,1-s2.0-S0167880906004324-main.ann
T10,LIVB 45187 45195,Albrecht,1-s2.0-S0167880906004324-main.ann
T11,LIVB 45201 45210,Blanchart,1-s2.0-S0167880906004324-main.ann
T12,LIVB 46026 46033,Abdalla,1-s2.0-S0167880906004324-main.ann
T13,LIVB 46412 46417,Aires,1-s2.0-S0167880906004324-main.ann
T14,LIVB 46533 46546,Clifton-Brown,1-s2.0-S0167880906004324-main.ann
T15,LIVB 46567 46571,Dore,1-s2.0-S0167880906004324-main.ann
T16,LIVB 46694 46701,Lanigan,1-s2.0-S0167880906004324-main.ann
T17,LIVB 46707 46714,Laurila,1-s2.0-S0167880906004324-main.ann
T18,LIVB 46720 46726,Lohila,1-s2.0-S0167880906004324-main.ann
T19,LIVB 46853 46859,Sutton,1-s2.0-S0167880906004324-main.ann
T20,LIVB 46865 46869,Tuba,1-s2.0-S0167880906004324-main.ann
T21,LIVB 50703 50711,Gilmanov,1-s2.0-S0167880906004324-main.ann
T22,LIVB 50776 50782,Janous,1-s2.0-S0167880906004324-main.ann
T23,LIVB 50799 50806,Laurila,1-s2.0-S0167880906004324-main.ann
T24,LIVB 50812 50818,Lohila,1-s2.0-S0167880906004324-main.ann
T25,LIVB 50824 50831,Loustau,1-s2.0-S0167880906004324-main.ann
T26,LIVB 50837 50846,Matteucci,1-s2.0-S0167880906004324-main.ann
T27,LIVB 50852 50858,Meyers,1-s2.0-S0167880906004324-main.ann
T28,LIVB 50864 50873,Miglietta,1-s2.0-S0167880906004324-main.ann
T29,LIVB 51480 51488,Soussana,1-s2.0-S0167880906004324-main.ann
T30,LIVB 51769 51776,Ceschia,1-s2.0-S0167880906004324-main.ann
T31,LIVB 51948 51955,Baronti,1-s2.0-S0167880906004324-main.ann
T0,LIVB 2891 2908,Calluna  vulgaris,1-s2.0-S0167880911004385-main.ann
T1,LIVB 3323 3340,Calluna  vulgaris,1-s2.0-S0167880911004385-main.ann
T2,LIVB 5481 5499,Nardus stricta  L.,1-s2.0-S0167880911004385-main.ann
T3,LIVB 5502 5520,Festuca  ovina  L.,1-s2.0-S0167880911004385-main.ann
T4,LIVB 5523 5547,Agrostis  capillaris  L.,1-s2.0-S0167880911004385-main.ann
T5,LIVB 5582 5607,Eriophorum  vaginatum  L.,1-s2.0-S0167880911004385-main.ann
T6,LIVB 9092 9098,mosses,1-s2.0-S0167880911004385-main.ann
T7,LIVB 9105 9115,clubmosses,1-s2.0-S0167880911004385-main.ann
T8,LIVB 9118 9133,Lycopodium  sp.,1-s2.0-S0167880911004385-main.ann
T9,LIVB 12226 12241,Nardus  stricta,1-s2.0-S0167880911004385-main.ann
T10,LIVB 12245 12258,Festuca  spp.,1-s2.0-S0167880911004385-main.ann
T11,LIVB 12265 12278,Agrostis spp.,1-s2.0-S0167880911004385-main.ann
T12,LIVB 12326 12343,Deschampsia  spp.,1-s2.0-S0167880911004385-main.ann
T13,LIVB 12345 12359,Agrostis  spp.,1-s2.0-S0167880911004385-main.ann
T14,LIVB 12366 12387,Eriophurum  vaginatum,1-s2.0-S0167880911004385-main.ann
T15,LIVB 12479 12494,Lycopodium  sp.,1-s2.0-S0167880911004385-main.ann
